datetime,sender_original,message_original,date,month,weekday,hour,sender,is_system_or_media,message_for_sentiment,message_clean_nlp,sentence_original,sentence_for_sentiment,sentence_clean_nlp,tokens,tokens_no_stopwords,stems,lemmas,preprocessed_text,sentiment_score,sentiment_label
2025-12-12 16:06:26,+92 300 0931321,"another question:
Deploy containers to the created Swarm cluster
sudo docker stack deploy -c cluster.yml spark-cluster
should the following step be done only on the master node or both?",2025-12-12,2025-12,Friday,16,Sender_032,False,another question: Deploy containers to the created Swarm cluster sudo docker stack deploy -c cluster.yml spark-cluster should the following step be done only on the master node or both?,another question deploy containers to the created swarm cluster sudo docker stack deploy c cluster yml spark cluster should the following step be done only on the master node or both,following step be done only on the master node or both?,following step be done only on the master node or both?,following step be done only on the master node or both,"['following', 'step', 'be', 'done', 'only', 'on', 'the', 'master', 'node', 'or', 'both']","['following', 'step', 'done', 'master', 'node']","['follow', 'step', 'done', 'master', 'node']","['following', 'step', 'done', 'master', 'node']",following step done master node,0.0,Neutral
2025-12-22 11:41:53,Vikrant Singh Thakur,"Good morning.
Is anyone at the University?
If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day?
If no one is there... Does anyone know if it is open or not?",2025-12-22,2025-12,Monday,11,Sender_039,False,Good morning. Is anyone at the University? If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day? If no one is there... Does anyone know if it is open or not?,good morning is anyone at the university if yes is it open like can we go in and collect some stuff that one might have forgotten on the project day if no one is there does anyone know if it is open or not,Good morning.,Good morning.,good morning,"['good', 'morning']","['good', 'morning']","['good', 'morn']","['good', 'morning']",good morning,0.4404,Positive
2025-12-22 11:41:53,Vikrant Singh Thakur,"Good morning.
Is anyone at the University?
If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day?
If no one is there... Does anyone know if it is open or not?",2025-12-22,2025-12,Monday,11,Sender_039,False,Good morning. Is anyone at the University? If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day? If no one is there... Does anyone know if it is open or not?,good morning is anyone at the university if yes is it open like can we go in and collect some stuff that one might have forgotten on the project day if no one is there does anyone know if it is open or not,Is anyone at the University?,Is anyone at the University?,is anyone at the university,"['is', 'anyone', 'at', 'the', 'university']",['university'],['univers'],['university'],university,0.0,Neutral
2025-12-22 11:41:53,Vikrant Singh Thakur,"Good morning.
Is anyone at the University?
If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day?
If no one is there... Does anyone know if it is open or not?",2025-12-22,2025-12,Monday,11,Sender_039,False,Good morning. Is anyone at the University? If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day? If no one is there... Does anyone know if it is open or not?,good morning is anyone at the university if yes is it open like can we go in and collect some stuff that one might have forgotten on the project day if no one is there does anyone know if it is open or not,If yes...,If yes...,if yes,"['if', 'yes']",[],[],[],,0.0,Neutral
2025-12-22 11:41:53,Vikrant Singh Thakur,"Good morning.
Is anyone at the University?
If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day?
If no one is there... Does anyone know if it is open or not?",2025-12-22,2025-12,Monday,11,Sender_039,False,Good morning. Is anyone at the University? If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day? If no one is there... Does anyone know if it is open or not?,good morning is anyone at the university if yes is it open like can we go in and collect some stuff that one might have forgotten on the project day if no one is there does anyone know if it is open or not,Is it open?,Is it open?,is it open,"['is', 'it', 'open']",['open'],['open'],['open'],open,0.0,Neutral
2025-12-22 11:41:53,Vikrant Singh Thakur,"Good morning.
Is anyone at the University?
If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day?
If no one is there... Does anyone know if it is open or not?",2025-12-22,2025-12,Monday,11,Sender_039,False,Good morning. Is anyone at the University? If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day? If no one is there... Does anyone know if it is open or not?,good morning is anyone at the university if yes is it open like can we go in and collect some stuff that one might have forgotten on the project day if no one is there does anyone know if it is open or not,Like can we go in and collect some stuff that one might have forgotten on the project day?,Like can we go in and collect some stuff that one might have forgotten on the project day?,like can we go in and collect some stuff that one might have forgotten on the project day,"['like', 'can', 'we', 'go', 'in', 'and', 'collect', 'some', 'stuff', 'that', 'one', 'might', 'have', 'forgotten', 'on', 'the', 'project', 'day']","['like', 'go', 'collect', 'stuff', 'one', 'might', 'forgotten', 'project', 'day']","['like', 'go', 'collect', 'stuff', 'one', 'might', 'forgotten', 'project', 'day']","['like', 'go', 'collect', 'stuff', 'one', 'might', 'forgotten', 'project', 'day']",like go collect stuff one might forgotten project day,0.1531,Positive
2025-12-22 11:41:53,Vikrant Singh Thakur,"Good morning.
Is anyone at the University?
If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day?
If no one is there... Does anyone know if it is open or not?",2025-12-22,2025-12,Monday,11,Sender_039,False,Good morning. Is anyone at the University? If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day? If no one is there... Does anyone know if it is open or not?,good morning is anyone at the university if yes is it open like can we go in and collect some stuff that one might have forgotten on the project day if no one is there does anyone know if it is open or not,If no one is there...,If no one is there...,if no one is there,"['if', 'no', 'one', 'is', 'there']",['one'],['one'],['one'],one,-0.296,Negative
2025-12-22 11:41:53,Vikrant Singh Thakur,"Good morning.
Is anyone at the University?
If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day?
If no one is there... Does anyone know if it is open or not?",2025-12-22,2025-12,Monday,11,Sender_039,False,Good morning. Is anyone at the University? If yes... Is it open? Like can we go in and collect some stuff that one might have forgotten on the project day? If no one is there... Does anyone know if it is open or not?,good morning is anyone at the university if yes is it open like can we go in and collect some stuff that one might have forgotten on the project day if no one is there does anyone know if it is open or not,Does anyone know if it is open or not?,Does anyone know if it is open or not?,does anyone know if it is open or not,"['does', 'anyone', 'know', 'if', 'it', 'is', 'open', 'or', 'not']","['know', 'open']","['know', 'open']","['know', 'open']",know open,0.0,Neutral
2025-12-22 11:43:30,+49 1522 7021318,yes It's open now(blue tower). but library will close at 2pm today,2025-12-22,2025-12,Monday,11,Sender_003,False,yes It's open now(blue tower). but library will close at 2pm today,yes it's open now blue tower but library will close at pm today,yes It's open now(blue tower).,yes It's open now(blue tower).,yes it's open now blue tower,"['yes', ""it's"", 'open', 'now', 'blue', 'tower']","['open', 'blue', 'tower']","['open', 'blue', 'tower']","['open', 'blue', 'tower']",open blue tower,0.4019,Positive
2025-12-22 11:43:30,+49 1522 7021318,yes It's open now(blue tower). but library will close at 2pm today,2025-12-22,2025-12,Monday,11,Sender_003,False,yes It's open now(blue tower). but library will close at 2pm today,yes it's open now blue tower but library will close at pm today,but library will close at 2pm today,but library will close at 2pm today,but library will close at pm today,"['but', 'library', 'will', 'close', 'at', 'pm', 'today']","['library', 'close', 'pm', 'today']","['librari', 'close', 'pm', 'today']","['library', 'close', 'pm', 'today']",library close pm today,0.0,Neutral
2025-12-22 11:45:38,Vikrant Singh Thakur,Okay. Thankyou so much.,2025-12-22,2025-12,Monday,11,Sender_039,False,Okay. Thankyou so much.,okay thankyou so much,Okay.,Okay.,okay,['okay'],[],[],[],,0.2263,Positive
2025-12-22 11:45:38,Vikrant Singh Thakur,Okay. Thankyou so much.,2025-12-22,2025-12,Monday,11,Sender_039,False,Okay. Thankyou so much.,okay thankyou so much,Thankyou so much.,Thankyou so much.,thankyou so much,"['thankyou', 'so', 'much']","['thankyou', 'much']","['thankyou', 'much']","['thankyou', 'much']",thankyou much,0.0,Neutral
2025-12-25 09:01:51,Vikrant Singh Thakur,"Merry Christmas everyone.
🎄 🎁 🔥 ✨ 🎇
Have fun.",2025-12-25,2025-12,Thursday,9,Sender_039,False,Merry Christmas everyone. 🎄 🎁 🔥 ✨ 🎇 Have fun.,merry christmas everyone have fun,Merry Christmas everyone.,Merry Christmas everyone.,merry christmas everyone,"['merry', 'christmas', 'everyone']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 09:01:51,Vikrant Singh Thakur,"Merry Christmas everyone.
🎄 🎁 🔥 ✨ 🎇
Have fun.",2025-12-25,2025-12,Thursday,9,Sender_039,False,Merry Christmas everyone. 🎄 🎁 🔥 ✨ 🎇 Have fun.,merry christmas everyone have fun,🎄 🎁 🔥 ✨ 🎇 Have fun.,🎄 🎁 🔥 ✨ 🎇 Have fun.,have fun,"['have', 'fun']",['fun'],['fun'],['fun'],fun,0.5106,Positive
2025-12-25 09:18:38,Martin Bratoi,Merry Christmas! 🌟,2025-12-25,2025-12,Thursday,9,Sender_038,False,Merry Christmas! 🌟,merry christmas,Merry Christmas!,Merry Christmas!,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5848,Positive
2025-12-25 09:18:38,Martin Bratoi,Merry Christmas! 🌟,2025-12-25,2025-12,Thursday,9,Sender_038,False,Merry Christmas! 🌟,merry christmas,🌟,🌟,,[],[],[],[],,0.0,Neutral
2025-12-25 09:20:45,+49 1521 3484102,Merry Christmas❤️✨,2025-12-25,2025-12,Thursday,9,Sender_001,False,Merry Christmas❤️✨,merry christmas,Merry Christmas❤️✨,Merry Christmas❤️✨,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 09:59:36,+91 76762 47132,Merry Christmas☃️,2025-12-25,2025-12,Thursday,9,Sender_019,False,Merry Christmas☃️,merry christmas,Merry Christmas☃️,Merry Christmas☃️,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 10:04:22,+91 70585 06668,Merry Christmas ✨,2025-12-25,2025-12,Thursday,10,Sender_015,False,Merry Christmas ✨,merry christmas,Merry Christmas ✨,Merry Christmas ✨,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 10:41:24,Georgios Terzidis,Merry Christmas!,2025-12-25,2025-12,Thursday,10,Sender_034,False,Merry Christmas!,merry christmas,Merry Christmas!,Merry Christmas!,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5848,Positive
2025-12-25 10:41:45,+91 6364 347 374,Merry Christmas everyone 🎄✨,2025-12-25,2025-12,Thursday,10,Sender_012,False,Merry Christmas everyone 🎄✨,merry christmas everyone,Merry Christmas everyone 🎄✨,Merry Christmas everyone 🎄✨,merry christmas everyone,"['merry', 'christmas', 'everyone']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 10:57:16,+49 160 4297925,Merry Christmas guys!! 🎄❄️,2025-12-25,2025-12,Thursday,10,Sender_009,False,Merry Christmas guys!! 🎄❄️,merry christmas guys,Merry Christmas guys!!,Merry Christmas guys!!,merry christmas guys,"['merry', 'christmas', 'guys']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.6229,Positive
2025-12-25 10:57:16,+49 160 4297925,Merry Christmas guys!! 🎄❄️,2025-12-25,2025-12,Thursday,10,Sender_009,False,Merry Christmas guys!! 🎄❄️,merry christmas guys,🎄❄️,🎄❄️,,[],[],[],[],,0.0,Neutral
2025-12-25 10:59:56,+91 81977 25033,Merry Christmas ⛄🎄,2025-12-25,2025-12,Thursday,10,Sender_023,False,Merry Christmas ⛄🎄,merry christmas,Merry Christmas ⛄🎄,Merry Christmas ⛄🎄,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 11:05:56,~ Kalhara,Merry Christmas🎄❄️,2025-12-25,2025-12,Thursday,11,Sender_045,False,Merry Christmas🎄❄️,merry christmas,Merry Christmas🎄❄️,Merry Christmas🎄❄️,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 11:06:54,Kay Müller,Feliz Navidad 🎄,2025-12-25,2025-12,Thursday,11,Sender_037,False,Feliz Navidad 🎄,feliz navidad,Feliz Navidad 🎄,Feliz Navidad 🎄,feliz navidad,"['feliz', 'navidad']","['feliz', 'navidad']","['feliz', 'navidad']","['feliz', 'navidad']",feliz navidad,0.0,Neutral
2025-12-25 11:07:35,Giridhar Reddy(Giri),Merry Christmas 🌲⛄️,2025-12-25,2025-12,Thursday,11,Sender_035,False,Merry Christmas 🌲⛄️,merry christmas,Merry Christmas 🌲⛄️,Merry Christmas 🌲⛄️,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 13:41:51,+91 93216 92088,Merry Christmas Guys! 🎄🎄,2025-12-25,2025-12,Thursday,13,Sender_029,False,Merry Christmas Guys! 🎄🎄,merry christmas guys,Merry Christmas Guys!,Merry Christmas Guys!,merry christmas guys,"['merry', 'christmas', 'guys']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5848,Positive
2025-12-25 13:41:51,+91 93216 92088,Merry Christmas Guys! 🎄🎄,2025-12-25,2025-12,Thursday,13,Sender_029,False,Merry Christmas Guys! 🎄🎄,merry christmas guys,🎄🎄,🎄🎄,,[],[],[],[],,0.0,Neutral
2025-12-25 14:01:55,+91 97668 14930,Merry Christmas 🎅 🎄,2025-12-25,2025-12,Thursday,14,Sender_030,False,Merry Christmas 🎅 🎄,merry christmas,Merry Christmas 🎅 🎄,Merry Christmas 🎅 🎄,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 14:03:52,~ Anish G,Merry Christmas Guys✨️,2025-12-25,2025-12,Thursday,14,Sender_042,False,Merry Christmas Guys✨️,merry christmas guys,Merry Christmas Guys✨️,Merry Christmas Guys✨️,merry christmas guys,"['merry', 'christmas', 'guys']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 14:08:47,Haaris K Khalil,Merry Christmas y'all ✨,2025-12-25,2025-12,Thursday,14,Sender_036,False,Merry Christmas y'all ✨,merry christmas y'all,Merry Christmas y'all ✨,Merry Christmas y'all ✨,merry christmas y'all,"['merry', 'christmas', ""y'all""]","['merry', 'christmas', ""y'all""]","['merri', 'christma', ""y'all""]","['merry', 'christmas', ""y'all""]",merry christmas y'all,0.5423,Positive
2025-12-25 14:14:06,+91 81048 44962,Merry Christmas!✨,2025-12-25,2025-12,Thursday,14,Sender_021,False,Merry Christmas!✨,merry christmas,Merry Christmas!✨,Merry Christmas!✨,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5848,Positive
2025-12-25 14:14:50,~ Yash,Merry christmas 🎄,2025-12-25,2025-12,Thursday,14,Sender_051,False,Merry christmas 🎄,merry christmas,Merry christmas 🎄,Merry christmas 🎄,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 14:15:36,+49 15510 860753,Merry Christmas guys✨🎄,2025-12-25,2025-12,Thursday,14,Sender_008,False,Merry Christmas guys✨🎄,merry christmas guys,Merry Christmas guys✨🎄,Merry Christmas guys✨🎄,merry christmas guys,"['merry', 'christmas', 'guys']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 14:40:41,+91 91 5876 262 1,Merry Christmas!🌲✨,2025-12-25,2025-12,Thursday,14,Sender_028,False,Merry Christmas!🌲✨,merry christmas,Merry Christmas!🌲✨,Merry Christmas!🌲✨,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5848,Positive
2025-12-25 15:38:52,~ ~Kshitija~,Merry Christmas 🎄,2025-12-25,2025-12,Thursday,15,Sender_052,False,Merry Christmas 🎄,merry christmas,Merry Christmas 🎄,Merry Christmas 🎄,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 15:41:05,~ Keyur Chaudhari,Merry Christmas 🌟,2025-12-25,2025-12,Thursday,15,Sender_046,False,Merry Christmas 🌟,merry christmas,Merry Christmas 🌟,Merry Christmas 🌟,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2025-12-25 16:39:05,~ Sharvari ♡,Merry Christmas 🎄,2025-12-25,2025-12,Thursday,16,Sender_049,False,Merry Christmas 🎄,merry christmas,Merry Christmas 🎄,Merry Christmas 🎄,merry christmas,"['merry', 'christmas']","['merry', 'christmas']","['merri', 'christma']","['merry', 'christmas']",merry christmas,0.5423,Positive
2026-01-01 00:08:30,Vikrant Singh Thakur,https://www.instagram.com/reel/DS6FV98DgmY/?igsh=MXR0NzN3NTc3aWJxdw==,2026-01-01,2026-01,Thursday,0,Sender_039,False,URL,url,URL,URL,url,['url'],['url'],['url'],['url'],url,0.0,Neutral
2026-01-01 00:08:41,Vikrant Singh Thakur,Happy new year everyone.,2026-01-01,2026-01,Thursday,0,Sender_039,False,Happy new year everyone.,happy new year everyone,Happy new year everyone.,Happy new year everyone.,happy new year everyone,"['happy', 'new', 'year', 'everyone']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.5719,Positive
2026-01-01 00:13:11,+91 91 5876 262 1,Happyy new year!✨🥂,2026-01-01,2026-01,Thursday,0,Sender_028,False,Happyy new year!✨🥂,happyy new year,Happyy new year!✨🥂,Happyy new year!✨🥂,happyy new year,"['happyy', 'new', 'year']","['happyy', 'new', 'year']","['happyy', 'new', 'year']","['happyy', 'new', 'year']",happyy new year,0.0,Neutral
2026-01-01 00:13:38,~ Yash,Happy new year guys!!🫶,2026-01-01,2026-01,Thursday,0,Sender_051,False,Happy new year guys!!🫶,happy new year guys,Happy new year guys!!🫶,Happy new year guys!!🫶,happy new year guys,"['happy', 'new', 'year', 'guys']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.6467,Positive
2026-01-01 00:16:55,Haaris K Khalil,Happy new year peeps ✨🍻,2026-01-01,2026-01,Thursday,0,Sender_036,False,Happy new year peeps ✨🍻,happy new year peeps,Happy new year peeps ✨🍻,Happy new year peeps ✨🍻,happy new year peeps,"['happy', 'new', 'year', 'peeps']","['happy', 'new', 'year', 'peeps']","['happi', 'new', 'year', 'peep']","['happy', 'new', 'year', 'peep']",happy new year peep,0.5719,Positive
2026-01-01 00:20:36,Martin Bratoi,Happy New Year everyone! 🎉,2026-01-01,2026-01,Thursday,0,Sender_038,False,Happy New Year everyone! 🎉,happy new year everyone,Happy New Year everyone!,Happy New Year everyone!,happy new year everyone,"['happy', 'new', 'year', 'everyone']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.6114,Positive
2026-01-01 00:20:36,Martin Bratoi,Happy New Year everyone! 🎉,2026-01-01,2026-01,Thursday,0,Sender_038,False,Happy New Year everyone! 🎉,happy new year everyone,🎉,🎉,,[],[],[],[],,0.0,Neutral
2026-01-01 00:23:47,~ Anish G,Happy new year✨️,2026-01-01,2026-01,Thursday,0,Sender_042,False,Happy new year✨️,happy new year,Happy new year✨️,Happy new year✨️,happy new year,"['happy', 'new', 'year']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.5719,Positive
2026-01-01 00:25:48,Kay Müller,Feliz Año Nuevo 🎉🥳🍾,2026-01-01,2026-01,Thursday,0,Sender_037,False,Feliz Año Nuevo 🎉🥳🍾,feliz a o nuevo,Feliz Año Nuevo 🎉🥳🍾,Feliz Año Nuevo 🎉🥳🍾,feliz a o nuevo,"['feliz', 'a', 'o', 'nuevo']","['feliz', 'nuevo']","['feliz', 'nuevo']","['feliz', 'nuevo']",feliz nuevo,0.0,Neutral
2026-01-01 00:32:07,~ Kalhara,Happy new year✨🎉,2026-01-01,2026-01,Thursday,0,Sender_045,False,Happy new year✨🎉,happy new year,Happy new year✨🎉,Happy new year✨🎉,happy new year,"['happy', 'new', 'year']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.5719,Positive
2026-01-01 00:32:25,~ Keyur Chaudhari,नवीन वर्षाच्या हार्दिक शुभेच्छा🎉🥳🍾 <This message was edited>,2026-01-01,2026-01,Thursday,0,Sender_046,False,नवीन वर्षाच्या हार्दिक शुभेच्छा🎉🥳🍾 <This message was edited>,this message was edited,नवीन वर्षाच्या हार्दिक शुभेच्छा🎉🥳🍾 <This message was edited>,नवीन वर्षाच्या हार्दिक शुभेच्छा🎉🥳🍾 <This message was edited>,this message was edited,"['this', 'message', 'was', 'edited']","['message', 'edited']","['messag', 'edit']","['message', 'edited']",message edited,0.0,Neutral
2026-01-01 00:32:50,Giridhar Reddy(Giri),Happy new year guys🥳,2026-01-01,2026-01,Thursday,0,Sender_035,False,Happy new year guys🥳,happy new year guys,Happy new year guys🥳,Happy new year guys🥳,happy new year guys,"['happy', 'new', 'year', 'guys']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.5719,Positive
2026-01-01 00:45:25,~ Sharvari ♡,Frohes Neues Jahr ✨,2026-01-01,2026-01,Thursday,0,Sender_049,False,Frohes Neues Jahr ✨,frohes neues jahr,Frohes Neues Jahr ✨,Frohes Neues Jahr ✨,frohes neues jahr,"['frohes', 'neues', 'jahr']","['frohes', 'neues', 'jahr']","['frohe', 'neue', 'jahr']","['frohes', 'neues', 'jahr']",frohes neues jahr,0.0,Neutral
2026-01-01 00:51:11,Georgios Terzidis,Happy new year everyone!,2026-01-01,2026-01,Thursday,0,Sender_034,False,Happy new year everyone!,happy new year everyone,Happy new year everyone!,Happy new year everyone!,happy new year everyone,"['happy', 'new', 'year', 'everyone']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.6114,Positive
2026-01-01 01:32:10,+49 160 4297925,Happy new year guys 🥳✨,2026-01-01,2026-01,Thursday,1,Sender_009,False,Happy new year guys 🥳✨,happy new year guys,Happy new year guys 🥳✨,Happy new year guys 🥳✨,happy new year guys,"['happy', 'new', 'year', 'guys']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.5719,Positive
2026-01-01 02:29:52,+49 1521 3484102,Happy new year 🥳❤️✨,2026-01-01,2026-01,Thursday,2,Sender_001,False,Happy new year 🥳❤️✨,happy new year,Happy new year 🥳❤️✨,Happy new year 🥳❤️✨,happy new year,"['happy', 'new', 'year']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.5719,Positive
2026-01-01 02:36:10,+91 81048 44962,Happy New Year!✨🥳,2026-01-01,2026-01,Thursday,2,Sender_021,False,Happy New Year!✨🥳,happy new year,Happy New Year!✨🥳,Happy New Year!✨🥳,happy new year,"['happy', 'new', 'year']","['happy', 'new', 'year']","['happi', 'new', 'year']","['happy', 'new', 'year']",happy new year,0.6114,Positive
2026-01-02 11:09:33,+91 6364 347 374,+91 6364 347 374 changed their phone number to a new number. Tap to message or add the new number.,2026-01-02,2026-01,Friday,11,Sender_012,False,PHONE changed their phone number to a new number. Tap to message or add the new number.,phone changed their phone number to a new number tap to message or add the new number,PHONE changed their phone number to a new number.,PHONE changed their phone number to a new number.,phone changed their phone number to a new number,"['phone', 'changed', 'their', 'phone', 'number', 'to', 'a', 'new', 'number']","['phone', 'changed', 'phone', 'number', 'new', 'number']","['phone', 'chang', 'phone', 'number', 'new', 'number']","['phone', 'changed', 'phone', 'number', 'new', 'number']",phone changed phone number new number,0.1531,Positive
2026-01-02 11:09:33,+91 6364 347 374,+91 6364 347 374 changed their phone number to a new number. Tap to message or add the new number.,2026-01-02,2026-01,Friday,11,Sender_012,False,PHONE changed their phone number to a new number. Tap to message or add the new number.,phone changed their phone number to a new number tap to message or add the new number,Tap to message or add the new number.,Tap to message or add the new number.,tap to message or add the new number,"['tap', 'to', 'message', 'or', 'add', 'the', 'new', 'number']","['tap', 'message', 'add', 'new', 'number']","['tap', 'messag', 'add', 'new', 'number']","['tap', 'message', 'add', 'new', 'number']",tap message add new number,0.0772,Positive
2026-01-02 18:15:10,+49 15510 846081,+49 15510 846081 changed their phone number to a new number. Tap to message or add the new number.,2026-01-02,2026-01,Friday,18,Sender_006,False,PHONE changed their phone number to a new number. Tap to message or add the new number.,phone changed their phone number to a new number tap to message or add the new number,PHONE changed their phone number to a new number.,PHONE changed their phone number to a new number.,phone changed their phone number to a new number,"['phone', 'changed', 'their', 'phone', 'number', 'to', 'a', 'new', 'number']","['phone', 'changed', 'phone', 'number', 'new', 'number']","['phone', 'chang', 'phone', 'number', 'new', 'number']","['phone', 'changed', 'phone', 'number', 'new', 'number']",phone changed phone number new number,0.1531,Positive
2026-01-02 18:15:10,+49 15510 846081,+49 15510 846081 changed their phone number to a new number. Tap to message or add the new number.,2026-01-02,2026-01,Friday,18,Sender_006,False,PHONE changed their phone number to a new number. Tap to message or add the new number.,phone changed their phone number to a new number tap to message or add the new number,Tap to message or add the new number.,Tap to message or add the new number.,tap to message or add the new number,"['tap', 'to', 'message', 'or', 'add', 'the', 'new', 'number']","['tap', 'message', 'add', 'new', 'number']","['tap', 'messag', 'add', 'new', 'number']","['tap', 'message', 'add', 'new', 'number']",tap message add new number,0.0772,Positive
2026-01-15 17:41:31,Georgios Terzidis,You deleted this message.,2026-01-15,2026-01,Thursday,17,Sender_034,False,You deleted this message.,you deleted this message,You deleted this message.,You deleted this message.,you deleted this message,"['you', 'deleted', 'this', 'message']","['deleted', 'message']","['delet', 'messag']","['deleted', 'message']",deleted message,0.0,Neutral
2026-01-15 17:43:05,Georgios Terzidis,In case anyone is still interested for semester abroad there is a second wave,2026-01-15,2026-01,Thursday,17,Sender_034,False,In case anyone is still interested for semester abroad there is a second wave,in case anyone is still interested for semester abroad there is a second wave,In case anyone is still interested for semester abroad there is a second wave,In case anyone is still interested for semester abroad there is a second wave,in case anyone is still interested for semester abroad there is a second wave,"['in', 'case', 'anyone', 'is', 'still', 'interested', 'for', 'semester', 'abroad', 'there', 'is', 'a', 'second', 'wave']","['case', 'still', 'interested', 'semester', 'abroad', 'second', 'wave']","['case', 'still', 'interest', 'semest', 'abroad', 'second', 'wave']","['case', 'still', 'interested', 'semester', 'abroad', 'second', 'wave']",case still interested semester abroad second wave,0.4019,Positive
